year,month,month_name,city,province,region,latitude,longitude,population_millions,pm25_ugm3,aqi_us,aqi_category,annual_pm25_avg_ugm3,who_guideline_ratio,is_smog_season,is_crop_burning_season,is_monsoon_season,season,covid_lockdown_period,data_source,data_quality,pakistan_national_avg_pm25,pakistan_global_rank
2024,6,June,Hyderabad,Sindh,Sindh,25.396,68.3578,1.8,22.2,72,Moderate,54.1,4.4,0,0,0,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,73.7,3.0
2024,7,July,Hyderabad,Sindh,Sindh,25.396,68.3578,1.8,25.4,79,Moderate,54.1,5.1,0,0,1,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,73.7,3.0
2024,8,August,Hyderabad,Sindh,Sindh,25.396,68.3578,1.8,31.2,91,Moderate,54.1,6.2,0,0,1,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,73.7,3.0
2024,9,September,Hyderabad,Sindh,Sindh,25.396,68.3578,1.8,41.1,115,Unhealthy for Sensitive Groups,54.1,8.2,0,0,0,Post-Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,73.7,3.0
2024,10,October,Hyderabad,Sindh,Sindh,25.396,68.3578,1.8,59.3,153,Unhealthy,54.1,11.9,1,0,0,Post-Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,73.7,3.0
2024,11,November,Hyderabad,Sindh,Sindh,25.396,68.3578,1.8,85.6,167,Unhealthy,54.1,17.1,1,0,0,Post-Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,73.7,3.0
2024,12,December,Hyderabad,Sindh,Sindh,25.396,68.3578,1.8,92.7,170,Unhealthy,54.1,18.5,1,0,0,Winter (Smog Season),0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,73.7,3.0
2025,1,January,Hyderabad,Sindh,Sindh,25.396,68.3578,1.8,106.3,177,Unhealthy,57.0,21.3,1,0,0,Winter (Smog Season),0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,80.1,1.0
2025,2,February,Hyderabad,Sindh,Sindh,25.396,68.3578,1.8,92.9,170,Unhealthy,57.0,18.6,1,0,0,Winter (Smog Season),0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,80.1,1.0
2025,3,March,Hyderabad,Sindh,Sindh,25.396,68.3578,1.8,54.7,148,Unhealthy for Sensitive Groups,57.0,10.9,0,0,0,Spring,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,80.1,1.0
2025,4,April,Hyderabad,Sindh,Sindh,25.396,68.3578,1.8,31.5,92,Moderate,57.0,6.3,0,0,0,Spring,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,80.1,1.0
2025,5,May,Hyderabad,Sindh,Sindh,25.396,68.3578,1.8,24.6,77,Moderate,57.0,4.9,0,0,0,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,80.1,1.0
2025,6,June,Hyderabad,Sindh,Sindh,25.396,68.3578,1.8,23.3,75,Moderate,57.0,4.7,0,0,0,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,80.1,1.0
2025,7,July,Hyderabad,Sindh,Sindh,25.396,68.3578,1.8,26.8,82,Moderate,57.0,5.4,0,0,1,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,80.1,1.0
2025,8,August,Hyderabad,Sindh,Sindh,25.396,68.3578,1.8,32.6,94,Moderate,57.0,6.5,0,0,1,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,80.1,1.0
2025,9,September,Hyderabad,Sindh,Sindh,25.396,68.3578,1.8,42.2,117,Unhealthy for Sensitive Groups,57.0,8.4,0,0,0,Post-Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,80.1,1.0
2025,10,October,Hyderabad,Sindh,Sindh,25.396,68.3578,1.8,63.0,155,Unhealthy,57.0,12.6,1,0,0,Post-Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,80.1,1.0
2025,11,November,Hyderabad,Sindh,Sindh,25.396,68.3578,1.8,89.3,168,Unhealthy,57.0,17.9,1,0,0,Post-Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,80.1,1.0
2025,12,December,Hyderabad,Sindh,Sindh,25.396,68.3578,1.8,97.4,173,Unhealthy,57.0,19.5,1,0,0,Winter (Smog Season),0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,80.1,1.0
2015,1,January,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,82.9,165,Unhealthy,45.0,16.6,1,0,0,Winter (Smog Season),0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2015,2,February,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,71.7,159,Unhealthy,45.0,14.3,1,0,0,Winter (Smog Season),0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2015,3,March,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,45.8,126,Unhealthy for Sensitive Groups,45.0,9.2,0,0,0,Spring,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2015,4,April,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,23.0,74,Moderate,45.0,4.6,0,0,0,Spring,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2015,5,May,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,18.2,64,Moderate,45.0,3.6,0,0,0,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2015,6,June,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,17.1,62,Moderate,45.0,3.4,0,0,0,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2015,7,July,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,20.7,69,Moderate,45.0,4.1,0,0,1,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2015,8,August,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,25.0,78,Moderate,45.0,5.0,0,0,1,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2015,9,September,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,33.0,95,Moderate,45.0,6.6,0,0,1,Post-Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2015,10,October,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,50.8,139,Unhealthy for Sensitive Groups,45.0,10.2,1,0,0,Post-Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2015,11,November,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,71.2,159,Unhealthy,45.0,14.2,1,0,0,Post-Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2015,12,December,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,79.3,163,Unhealthy,45.0,15.9,1,0,0,Winter (Smog Season),0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2016,1,January,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,77.9,163,Unhealthy,42.0,15.6,1,0,0,Winter (Smog Season),0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2016,2,February,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,67.6,157,Unhealthy,42.0,13.5,1,0,0,Winter (Smog Season),0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2016,3,March,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,41.7,116,Unhealthy for Sensitive Groups,42.0,8.3,0,0,0,Spring,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2016,4,April,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,21.9,72,Moderate,42.0,4.4,0,0,0,Spring,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2016,5,May,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,17.1,62,Moderate,42.0,3.4,0,0,0,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2016,6,June,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,16.1,59,Moderate,42.0,3.2,0,0,0,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2016,7,July,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,19.4,66,Moderate,42.0,3.9,0,0,1,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2016,8,August,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,23.4,75,Moderate,42.0,4.7,0,0,1,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2016,9,September,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,31.3,91,Moderate,42.0,6.3,0,0,1,Post-Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2016,10,October,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,46.0,127,Unhealthy for Sensitive Groups,42.0,9.2,1,0,0,Post-Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2016,11,November,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,67.3,157,Unhealthy,42.0,13.5,1,0,0,Post-Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2016,12,December,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,74.2,161,Unhealthy,42.0,14.8,1,0,0,Winter (Smog Season),0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2017,1,January,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,72.8,160,Unhealthy,39.2,14.6,1,0,0,Winter (Smog Season),0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2017,2,February,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,63.1,155,Unhealthy,39.2,12.6,1,0,0,Winter (Smog Season),0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2017,3,March,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,38.8,109,Unhealthy for Sensitive Groups,39.2,7.8,0,0,0,Spring,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2017,4,April,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,20.4,68,Moderate,39.2,4.1,0,0,0,Spring,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2017,5,May,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,15.8,59,Moderate,39.2,3.2,0,0,0,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2017,6,June,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,15.0,57,Moderate,39.2,3.0,0,0,0,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2017,7,July,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,17.8,63,Moderate,39.2,3.6,0,0,1,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2017,8,August,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,22.1,72,Moderate,39.2,4.4,0,0,1,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2017,9,September,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,28.7,86,Moderate,39.2,5.7,0,0,1,Post-Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2017,10,October,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,44.4,123,Unhealthy for Sensitive Groups,39.2,8.9,1,0,0,Post-Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2017,11,November,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,63.7,155,Unhealthy,39.2,12.7,1,0,0,Post-Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2017,12,December,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,69.3,158,Unhealthy,39.2,13.9,1,0,0,Winter (Smog Season),0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2018,1,January,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,70.5,159,Unhealthy,38.6,14.1,1,0,0,Winter (Smog Season),0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,74.27,2.0
2018,2,February,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,62.2,154,Unhealthy,38.6,12.4,1,0,0,Winter (Smog Season),0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,74.27,2.0
2018,3,March,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,38.7,109,Unhealthy for Sensitive Groups,38.6,7.7,0,0,0,Spring,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,74.27,2.0
2018,4,April,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,20.4,68,Moderate,38.6,4.1,0,0,0,Spring,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,74.27,2.0
2018,5,May,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,15.7,59,Moderate,38.6,3.1,0,0,0,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,74.27,2.0
2018,6,June,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,14.7,56,Moderate,38.6,2.9,0,0,0,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,74.27,2.0
2018,7,July,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,17.7,63,Moderate,38.6,3.5,0,0,1,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,74.27,2.0
2018,8,August,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,21.7,71,Moderate,38.6,4.3,0,0,1,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,74.27,2.0
2018,9,September,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,28.1,85,Moderate,38.6,5.6,0,0,1,Post-Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,74.27,2.0
2018,10,October,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,43.4,120,Unhealthy for Sensitive Groups,38.6,8.7,1,0,0,Post-Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,74.27,2.0
2018,11,November,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,61.8,154,Unhealthy,38.6,12.4,1,0,0,Post-Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,74.27,2.0
2018,12,December,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,68.7,158,Unhealthy,38.6,13.7,1,0,0,Winter (Smog Season),0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,74.27,2.0
2019,1,January,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,65.9,156,Unhealthy,35.2,13.2,1,0,0,Winter (Smog Season),0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,65.81,2.0
2019,2,February,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,57.9,152,Unhealthy,35.2,11.6,1,0,0,Winter (Smog Season),0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,65.81,2.0
2019,3,March,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,35.6,101,Unhealthy for Sensitive Groups,35.2,7.1,0,0,0,Spring,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,65.81,2.0
2019,4,April,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,18.4,64,Moderate,35.2,3.7,0,0,0,Spring,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,65.81,2.0
2019,5,May,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,14.4,56,Moderate,35.2,2.9,0,0,0,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,65.81,2.0
2019,6,June,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,13.3,54,Moderate,35.2,2.7,0,0,0,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,65.81,2.0
2019,7,July,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,16.0,59,Moderate,35.2,3.2,0,0,1,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,65.81,2.0
2019,8,August,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,20.0,68,Moderate,35.2,4.0,0,0,1,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,65.81,2.0
2019,9,September,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,25.4,79,Moderate,35.2,5.1,0,0,1,Post-Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,65.81,2.0
2019,10,October,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,40.1,112,Unhealthy for Sensitive Groups,35.2,8.0,1,0,0,Post-Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,65.81,2.0
2019,11,November,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,55.8,151,Unhealthy,35.2,11.2,1,0,0,Post-Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,65.81,2.0
2019,12,December,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,63.5,155,Unhealthy,35.2,12.7,1,0,0,Winter (Smog Season),0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,65.81,2.0
2020,1,January,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,55.6,151,Unhealthy,30.5,11.1,1,0,0,Winter (Smog Season),0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,59.0,3.0
2020,2,February,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,48.6,133,Unhealthy for Sensitive Groups,30.5,9.7,1,0,0,Winter (Smog Season),0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,59.0,3.0
2020,3,March,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,30.8,90,Moderate,30.5,6.2,0,0,0,Spring,1,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,59.0,3.0
2020,4,April,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,16.2,60,Moderate,30.5,3.2,0,0,0,Spring,1,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,59.0,3.0
2020,5,May,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,12.5,52,Moderate,30.5,2.5,0,0,0,Summer/Monsoon,1,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,59.0,3.0
2020,6,June,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,11.7,49,Good,30.5,2.3,0,0,0,Summer/Monsoon,1,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,59.0,3.0
2020,7,July,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,13.8,55,Moderate,30.5,2.8,0,0,1,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,59.0,3.0
2020,8,August,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,17.1,62,Moderate,30.5,3.4,0,0,1,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,59.0,3.0
2020,9,September,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,22.0,72,Moderate,30.5,4.4,0,0,1,Post-Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,59.0,3.0
2020,10,October,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,34.0,97,Moderate,30.5,6.8,1,0,0,Post-Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,59.0,3.0
2020,11,November,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,49.7,136,Unhealthy for Sensitive Groups,30.5,9.9,1,0,0,Post-Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,59.0,3.0
2020,12,December,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,53.3,145,Unhealthy for Sensitive Groups,30.5,10.7,1,0,0,Winter (Smog Season),0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,59.0,3.0
2021,1,January,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,70.3,159,Unhealthy,38.5,14.1,1,0,0,Winter (Smog Season),0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,68.4,3.0
2021,2,February,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,62.2,154,Unhealthy,38.5,12.4,1,0,0,Winter (Smog Season),0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,68.4,3.0
2021,3,March,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,38.4,108,Unhealthy for Sensitive Groups,38.5,7.7,0,0,0,Spring,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,68.4,3.0
2021,4,April,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,20.0,68,Moderate,38.5,4.0,0,0,0,Spring,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,68.4,3.0
2021,5,May,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,15.4,58,Moderate,38.5,3.1,0,0,0,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,68.4,3.0
2021,6,June,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,14.6,56,Moderate,38.5,2.9,0,0,0,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,68.4,3.0
2021,7,July,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,17.4,62,Moderate,38.5,3.5,0,0,1,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,68.4,3.0
2021,8,August,Islamabad,Islamabad Capital Territory,North,33.6844,73.0479,2.2,21.7,71,Moderate,38.5,4.3,0,0,1,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,68.4,3.0
